event_id,student_id,query,filter_used,clicked,searched_at
113,125,ethics,True,True,2025-05-14 10:12:00
114,129,databases,False,True,2025-05-05 11:09:00
115,142,databases,True,True,2025-05-10 08:34:00
116,72,statistics,True,False,2025-05-12 17:37:00
117,153,programming,True,True,2025-05-02 19:48:00
118,142,programming,True,True,2025-05-08 13:56:00
119,27,biology,False,False,2025-05-22 08:52:00
120,199,ethics,True,True,2025-05-05 10:49:00
121,165,mathematics,False,True,2025-05-26 14:18:00
122,31,biology,False,False,2025-05-16 16:02:00
123,154,mathematics,False,False,2025-05-05 16:01:00
124,19,electronics,True,True,2025-05-28 19:21:00
125,63,databases,True,True,2025-05-26 20:32:00
126,195,electronics,False,False,2025-05-10 15:35:00
127,105,databases,False,True,2025-05-18 08:11:00
128,22,statistics,False,False,2025-05-01 14:14:00
129,194,mathematics,True,False,2025-05-22 11:29:00
130,143,databases,False,True,2025-05-04 11:52:00
131,170,ethics,False,False,2025-05-09 11:52:00
132,185,biology,True,True,2025-05-27 13:35:00
133,83,biology,False,False,2025-05-19 17:19:00
134,179,electronics,False,False,2025-05-06 17:57:00
135,189,machine learning,True,True,2025-05-19 18:03:00
136,177,machine learning,True,False,2025-05-01 14:04:00
137,187,ethics,True,True,2025-05-08 11:28:00
138,194,mathematics,True,True,2025-05-03 14:20:00
139,37,statistics,True,True,2025-05-14 18:35:00
140,18,mathematics,True,False,2025-05-05 13:14:00
141,163,ethics,True,True,2025-05-24 14:39:00
142,158,machine learning,True,True,2025-05-10 12:19:00
143,118,databases,False,False,2025-05-11 20:56:00
144,3,statistics,False,False,2025-05-24 10:57:00
145,65,mathematics,True,True,2025-05-25 08:17:00
146,21,programming,True,True,2025-05-24 13:21:00
147,64,programming,False,True,2025-05-11 16:21:00
148,81,mathematics,True,False,2025-05-13 10:53:00
149,128,databases,False,True,2025-05-09 10:23:00
150,116,statistics,True,False,2025-05-08 18:09:00
151,159,electronics,False,False,2025-05-12 10:59:00
152,57,databases,False,True,2025-05-17 14:14:00
153,12,databases,True,False,2025-05-20 14:25:00
154,48,programming,False,False,2025-05-15 10:06:00
155,125,databases,True,True,2025-05-27 10:01:00
156,78,databases,True,True,2025-05-04 13:43:00
157,62,machine learning,False,False,2025-05-20 11:30:00
158,2,biology,True,False,2025-05-25 08:13:00
159,32,mathematics,False,False,2025-05-10 16:49:00
160,92,machine learning,True,True,2025-05-04 18:37:00
161,13,statistics,True,True,2025-05-07 13:39:00
162,58,mathematics,True,True,2025-05-01 08:41:00
163,6,biology,True,True,2025-05-14 09:24:00
164,38,electronics,True,True,2025-05-23 15:04:00
165,132,electronics,False,True,2025-05-01 19:28:00
166,149,databases,False,False,2025-05-08 08:18:00
167,200,statistics,True,False,2025-05-05 19:14:00
168,22,ethics,False,False,2025-05-15 20:34:00
169,197,electronics,True,True,2025-05-15 19:18:00
170,63,programming,True,False,2025-05-20 12:48:00
171,91,programming,True,True,2025-05-03 18:28:00
172,128,machine learning,True,True,2025-05-11 08:22:00
173,46,machine learning,False,False,2025-05-03 10:01:00
174,148,biology,True,True,2025-05-16 16:03:00
175,105,mathematics,False,False,2025-05-05 10:15:00
176,18,ethics,False,True,2025-05-01 14:40:00
177,123,statistics,False,True,2025-05-05 10:12:00
178,176,databases,True,True,2025-05-03 21:08:00
179,97,electronics,False,False,2025-05-21 16:23:00
180,107,programming,True,True,2025-05-10 21:09:00
181,156,mathematics,True,True,2025-05-24 11:29:00
182,87,databases,False,True,2025-05-28 11:44:00
183,179,machine learning,True,True,2025-05-12 17:42:00
184,161,statistics,False,True,2025-05-05 15:48:00
185,138,statistics,False,True,2025-05-26 18:31:00
186,106,biology,True,True,2025-05-07 16:08:00
187,11,mathematics,True,False,2025-05-27 14:51:00
188,91,electronics,True,True,2025-05-06 14:28:00
189,57,databases,False,True,2025-05-16 10:17:00
190,81,statistics,False,True,2025-05-16 21:23:00
191,173,machine learning,True,False,2025-05-20 15:26:00
192,67,machine learning,False,False,2025-05-06 10:17:00
193,148,programming,True,True,2025-05-01 12:26:00
194,161,machine learning,True,True,2025-05-19 10:36:00
195,108,biology,True,True,2025-05-28 09:09:00
196,173,databases,True,True,2025-05-25 15:56:00
197,107,statistics,False,True,2025-05-24 13:44:00
198,6,statistics,False,False,2025-05-09 18:56:00
199,69,programming,False,True,2025-05-10 14:55:00
200,169,databases,True,True,2025-05-26 11:18:00
201,127,mathematics,True,False,2025-05-10 13:31:00
202,186,databases,False,False,2025-05-12 09:55:00
203,134,ethics,True,False,2025-05-01 11:14:00
204,167,electronics,False,True,2025-05-15 16:43:00
205,37,databases,False,True,2025-05-23 08:59:00
206,146,programming,False,True,2025-05-23 14:31:00
207,103,machine learning,False,False,2025-05-07 14:40:00
208,57,machine learning,False,False,2025-05-07 08:07:00
209,18,databases,False,False,2025-05-01 21:53:00
210,13,electronics,False,False,2025-05-17 12:08:00
211,100,statistics,False,False,2025-05-07 20:13:00
212,109,machine learning,False,False,2025-05-01 20:32:00
213,43,machine learning,False,False,2025-05-16 19:47:00
214,164,mathematics,True,True,2025-05-28 13:40:00
215,174,machine learning,True,False,2025-05-20 10:01:00
216,144,electronics,False,False,2025-05-19 19:53:00
217,14,electronics,True,True,2025-05-20 13:48:00
218,24,biology,False,False,2025-05-02 21:41:00
219,1,electronics,True,False,2025-05-13 09:30:00
220,89,mathematics,False,False,2025-05-18 08:13:00
221,135,mathematics,False,False,2025-05-10 12:40:00
222,18,statistics,True,True,2025-05-03 13:25:00
223,99,statistics,False,True,2025-05-27 13:12:00
224,134,statistics,False,True,2025-05-16 12:29:00
225,82,mathematics,True,True,2025-05-20 18:00:00
226,27,biology,False,False,2025-05-13 12:28:00
227,29,electronics,True,False,2025-05-02 09:59:00
228,156,programming,True,False,2025-05-13 17:33:00
229,178,ethics,False,False,2025-05-23 09:27:00
230,24,machine learning,True,True,2025-05-14 20:33:00
231,109,ethics,True,True,2025-05-27 21:24:00
232,113,statistics,True,False,2025-05-22 11:10:00
233,106,biology,True,False,2025-05-28 08:21:00
234,138,biology,True,True,2025-05-21 16:04:00
235,151,databases,True,True,2025-05-18 13:15:00
236,94,databases,False,False,2025-05-10 10:24:00
237,103,ethics,False,True,2025-05-11 16:02:00
238,18,electronics,False,False,2025-05-14 14:35:00
239,125,statistics,False,True,2025-05-01 10:50:00
240,132,ethics,True,True,2025-05-06 15:48:00
241,99,statistics,True,True,2025-05-09 13:04:00
242,164,mathematics,True,False,2025-05-06 13:08:00
243,133,programming,True,True,2025-05-08 08:51:00
244,140,mathematics,True,True,2025-05-18 17:59:00
245,121,mathematics,True,False,2025-05-21 15:48:00
246,58,databases,False,False,2025-05-16 20:30:00
247,121,programming,True,False,2025-05-04 20:32:00
248,75,ethics,True,True,2025-05-21 16:58:00
249,100,mathematics,True,False,2025-05-01 15:58:00
250,22,databases,True,True,2025-05-23 21:17:00
251,37,ethics,True,False,2025-05-07 18:03:00
252,90,ethics,False,False,2025-05-16 09:48:00
253,159,machine learning,False,False,2025-05-04 18:37:00
254,150,biology,False,True,2025-05-23 17:27:00
255,90,ethics,False,True,2025-05-14 12:02:00
256,156,statistics,False,False,2025-05-07 12:49:00
257,69,biology,True,True,2025-05-05 10:59:00
258,73,machine learning,False,False,2025-05-22 19:23:00
259,51,databases,False,False,2025-05-05 21:05:00
260,149,mathematics,True,True,2025-05-15 08:23:00
261,178,machine learning,True,False,2025-05-02 20:07:00
262,86,programming,True,False,2025-05-03 13:02:00
263,191,machine learning,False,True,2025-05-23 21:58:00
264,39,mathematics,True,True,2025-05-05 14:22:00
265,144,electronics,False,True,2025-05-28 15:58:00
266,87,statistics,False,False,2025-05-08 13:18:00
267,130,ethics,False,True,2025-05-03 17:11:00
268,28,programming,True,True,2025-05-27 12:24:00
269,63,machine learning,False,False,2025-05-21 14:54:00
270,73,databases,False,True,2025-05-01 11:05:00
271,127,machine learning,False,False,2025-05-14 13:09:00
272,200,biology,False,True,2025-05-09 21:56:00
273,152,ethics,False,False,2025-05-22 10:18:00
274,1,databases,True,True,2025-05-01 16:25:00
275,171,machine learning,True,True,2025-05-26 08:20:00
276,23,biology,False,False,2025-05-09 11:52:00
277,37,statistics,True,True,2025-05-24 08:56:00
278,166,statistics,False,True,2025-05-11 14:54:00
279,168,statistics,False,True,2025-05-26 08:05:00
280,15,mathematics,True,True,2025-05-17 21:38:00
281,151,programming,True,True,2025-05-24 08:51:00
282,80,mathematics,False,False,2025-05-06 16:41:00
283,60,programming,True,False,2025-05-11 16:56:00
284,154,mathematics,False,False,2025-05-20 19:14:00
285,13,ethics,False,False,2025-05-14 14:05:00
286,63,mathematics,False,True,2025-05-17 20:51:00
287,22,machine learning,True,True,2025-05-17 09:22:00
288,195,electronics,False,False,2025-05-25 15:54:00
289,1,statistics,False,False,2025-05-03 21:55:00
290,23,statistics,True,True,2025-05-22 20:47:00
291,63,ethics,True,True,2025-05-07 17:28:00
292,159,programming,False,False,2025-05-18 17:07:00
293,192,statistics,True,False,2025-05-16 14:46:00
294,92,programming,False,False,2025-05-13 20:31:00
295,110,ethics,True,False,2025-05-16 14:55:00
296,33,statistics,False,False,2025-05-14 11:27:00
297,140,biology,False,False,2025-05-01 09:46:00
298,168,databases,True,False,2025-05-15 14:11:00
299,152,machine learning,True,True,2025-05-15 16:53:00
300,177,statistics,False,False,2025-05-15 18:25:00
301,22,biology,False,False,2025-05-06 10:35:00
302,165,mathematics,False,False,2025-05-15 12:37:00
303,150,programming,True,True,2025-05-05 13:21:00
304,160,machine learning,True,True,2025-05-11 17:53:00
305,127,statistics,True,True,2025-05-18 13:47:00
306,137,programming,True,True,2025-05-23 12:07:00
307,198,machine learning,True,False,2025-05-11 15:35:00
308,150,databases,True,True,2025-05-19 21:22:00
309,102,ethics,True,True,2025-05-03 18:07:00
310,79,biology,False,True,2025-05-25 08:00:00
311,184,databases,False,True,2025-05-17 15:35:00
312,126,mathematics,True,True,2025-05-21 11:41:00
313,5,mathematics,False,False,2025-05-04 09:46:00
314,39,machine learning,True,True,2025-05-27 18:02:00
315,127,mathematics,True,True,2025-05-13 18:41:00
316,154,databases,True,False,2025-05-08 21:12:00
317,105,mathematics,False,False,2025-05-13 10:56:00
318,11,statistics,True,False,2025-05-01 10:51:00
319,67,machine learning,False,False,2025-05-05 12:44:00
320,147,electronics,True,True,2025-05-01 19:51:00
321,84,programming,True,False,2025-05-26 18:48:00
322,71,biology,True,False,2025-05-14 18:49:00
323,127,ethics,True,False,2025-05-26 11:23:00
324,166,statistics,True,False,2025-05-09 13:46:00
325,17,machine learning,True,False,2025-05-12 21:32:00
326,51,statistics,False,False,2025-05-26 12:35:00
327,190,biology,False,False,2025-05-21 16:27:00
328,162,ethics,True,True,2025-05-07 14:25:00
329,77,mathematics,False,True,2025-05-28 18:51:00
330,118,mathematics,True,True,2025-05-17 17:18:00
331,63,machine learning,True,False,2025-05-25 20:39:00
332,144,electronics,True,False,2025-05-10 11:55:00
333,187,biology,True,True,2025-05-28 16:02:00
334,92,electronics,True,False,2025-05-11 20:03:00
335,93,databases,False,True,2025-05-18 12:25:00
336,119,mathematics,True,False,2025-05-15 11:17:00
337,45,statistics,False,False,2025-05-19 08:44:00
338,120,ethics,True,False,2025-05-05 21:37:00
339,81,biology,True,False,2025-05-22 18:43:00
340,2,programming,True,False,2025-05-14 10:21:00
341,144,mathematics,False,True,2025-05-22 10:44:00
342,179,biology,False,True,2025-05-01 18:11:00
343,144,statistics,True,True,2025-05-03 10:58:00
344,119,statistics,False,False,2025-05-27 11:48:00
345,126,biology,False,False,2025-05-07 09:51:00
346,185,databases,False,True,2025-05-08 18:22:00
347,148,databases,True,False,2025-05-13 13:11:00
348,118,machine learning,False,True,2025-05-27 18:24:00
349,47,mathematics,False,True,2025-05-17 13:31:00
350,58,biology,False,False,2025-05-12 12:21:00
351,21,mathematics,True,False,2025-05-26 17:52:00
352,161,programming,True,True,2025-05-03 15:42:00
353,78,statistics,True,True,2025-05-23 15:44:00
354,9,ethics,False,False,2025-05-06 16:54:00
355,28,ethics,True,True,2025-05-09 14:06:00
356,36,ethics,False,False,2025-05-12 14:46:00
357,185,machine learning,False,False,2025-05-09 09:11:00
358,193,programming,True,True,2025-05-17 20:41:00
359,114,mathematics,True,True,2025-05-14 17:14:00
360,22,mathematics,False,False,2025-05-26 21:15:00
361,159,machine learning,False,False,2025-05-24 15:03:00
362,80,databases,True,False,2025-05-27 10:58:00
363,174,statistics,False,False,2025-05-22 20:06:00
364,45,statistics,False,True,2025-05-27 20:33:00
365,143,biology,False,True,2025-05-28 09:42:00
366,75,biology,False,True,2025-05-20 21:15:00
367,103,databases,True,True,2025-05-18 10:50:00
368,185,databases,True,True,2025-05-16 13:49:00
369,95,programming,True,True,2025-05-04 19:21:00
370,75,electronics,False,False,2025-05-07 09:33:00
371,182,machine learning,True,True,2025-05-20 13:14:00
372,22,databases,False,False,2025-05-22 17:30:00
373,124,biology,True,False,2025-05-01 14:09:00
374,175,ethics,False,False,2025-05-20 10:24:00
375,87,statistics,False,False,2025-05-28 10:32:00
376,29,programming,False,True,2025-05-24 08:46:00
377,129,databases,True,False,2025-05-06 09:37:00
378,141,programming,True,True,2025-05-26 13:28:00
379,56,ethics,False,False,2025-05-04 20:01:00
380,92,ethics,True,True,2025-05-16 08:28:00
381,165,programming,True,False,2025-05-12 21:12:00
382,15,mathematics,True,True,2025-05-26 10:00:00
383,34,statistics,False,True,2025-05-18 15:35:00
384,157,electronics,True,True,2025-05-21 13:56:00
385,15,machine learning,True,True,2025-05-15 20:25:00
386,13,electronics,True,False,2025-05-01 17:49:00
387,185,ethics,False,True,2025-05-22 13:19:00
388,161,databases,True,False,2025-05-08 20:27:00
389,139,statistics,False,True,2025-05-27 16:42:00
390,34,biology,True,True,2025-05-04 11:15:00
391,72,electronics,True,True,2025-05-06 10:00:00
392,26,databases,True,False,2025-05-12 20:15:00
393,45,statistics,True,True,2025-05-22 19:04:00
394,193,machine learning,False,False,2025-05-08 14:53:00
395,3,programming,True,True,2025-05-21 19:30:00
396,63,ethics,False,False,2025-05-24 16:37:00
397,181,ethics,True,True,2025-05-06 08:02:00
398,6,programming,True,True,2025-05-25 08:30:00
399,3,electronics,True,True,2025-05-18 13:55:00
400,8,biology,False,False,2025-05-04 10:13:00
401,118,programming,True,True,2025-05-25 17:48:00
402,21,electronics,False,False,2025-05-12 12:59:00
403,94,machine learning,True,True,2025-05-12 13:24:00
404,30,ethics,False,False,2025-05-03 11:28:00
405,115,machine learning,False,False,2025-05-25 10:54:00
406,109,programming,True,True,2025-05-05 19:25:00
407,196,ethics,False,False,2025-05-18 11:01:00
408,96,programming,True,True,2025-05-07 16:54:00
409,135,mathematics,True,True,2025-05-06 19:08:00
410,56,electronics,False,False,2025-05-22 14:04:00
411,78,machine learning,True,True,2025-05-06 15:27:00
412,53,programming,False,True,2025-05-03 20:29:00
413,107,databases,False,False,2025-05-21 18:06:00
414,96,programming,True,True,2025-05-20 14:34:00
415,189,machine learning,True,False,2025-05-09 15:01:00
416,65,machine learning,True,True,2025-05-19 16:57:00
417,124,statistics,False,True,2025-05-01 08:17:00
418,139,statistics,True,False,2025-05-13 19:14:00
419,177,databases,False,False,2025-05-24 10:49:00
420,181,databases,False,False,2025-05-16 08:24:00
421,85,mathematics,False,True,2025-05-09 08:24:00
422,191,programming,False,True,2025-05-03 16:28:00
423,44,ethics,True,True,2025-05-04 16:12:00
424,6,machine learning,True,True,2025-05-21 08:54:00
425,123,electronics,True,True,2025-05-27 17:30:00
426,73,mathematics,False,False,2025-05-11 10:59:00
427,35,electronics,True,True,2025-05-18 21:26:00
428,86,programming,False,True,2025-05-18 17:34:00
429,170,mathematics,True,False,2025-05-14 09:31:00
430,55,biology,False,False,2025-05-14 21:15:00
431,25,programming,False,True,2025-05-06 17:29:00
432,94,databases,False,False,2025-05-24 21:48:00
433,107,machine learning,True,True,2025-05-07 15:58:00
434,144,statistics,False,True,2025-05-17 21:44:00
435,182,mathematics,False,False,2025-05-13 16:10:00
436,179,mathematics,True,False,2025-05-16 09:27:00
437,127,databases,True,False,2025-05-04 14:14:00
438,177,statistics,True,False,2025-05-03 15:39:00
439,135,mathematics,True,True,2025-05-10 19:38:00
440,15,biology,True,False,2025-05-24 12:23:00
441,133,biology,False,False,2025-05-23 14:57:00
442,61,programming,False,False,2025-05-05 15:54:00
443,72,databases,False,True,2025-05-05 13:49:00
444,88,programming,True,False,2025-05-27 17:44:00
445,190,programming,True,True,2025-05-21 19:53:00
446,66,databases,False,False,2025-05-04 21:45:00
447,47,mathematics,False,True,2025-05-04 19:34:00
448,102,biology,True,True,2025-05-09 09:52:00
449,54,biology,False,False,2025-05-08 09:20:00
450,100,statistics,True,True,2025-05-01 20:51:00
451,121,biology,False,False,2025-05-25 17:02:00
452,167,electronics,False,False,2025-05-12 20:37:00
453,138,mathematics,True,False,2025-05-18 19:39:00
454,155,ethics,False,False,2025-05-16 18:49:00
455,49,programming,True,False,2025-05-14 14:32:00
456,17,ethics,True,True,2025-05-07 14:28:00
457,8,ethics,True,True,2025-05-22 11:45:00
458,76,databases,False,False,2025-05-10 10:41:00
459,44,electronics,False,False,2025-05-04 19:39:00
460,135,statistics,False,False,2025-05-26 20:03:00
461,106,statistics,False,True,2025-05-14 13:19:00
462,4,electronics,True,True,2025-05-10 12:10:00
463,76,electronics,False,False,2025-05-05 18:42:00
464,8,biology,True,True,2025-05-01 19:38:00
465,79,programming,True,True,2025-05-04 18:47:00
466,132,biology,True,True,2025-05-14 12:00:00
467,157,electronics,False,True,2025-05-16 13:12:00
468,159,statistics,False,False,2025-05-15 08:20:00
469,80,biology,False,True,2025-05-03 18:40:00
470,160,databases,True,False,2025-05-13 21:04:00
471,171,mathematics,False,False,2025-05-21 11:20:00
472,99,databases,True,True,2025-05-02 18:11:00
473,62,machine learning,True,False,2025-05-19 18:59:00
474,109,biology,False,False,2025-05-08 11:34:00
475,99,programming,True,True,2025-05-21 21:34:00
476,194,statistics,True,False,2025-05-26 20:19:00
477,33,databases,True,False,2025-05-10 08:24:00
478,109,statistics,False,False,2025-05-09 14:12:00
479,52,statistics,False,False,2025-05-08 12:13:00
480,121,machine learning,True,False,2025-05-14 17:16:00
481,188,biology,True,True,2025-05-26 12:11:00
482,73,machine learning,True,True,2025-05-20 10:35:00
483,85,statistics,True,True,2025-05-11 21:53:00
484,6,biology,False,True,2025-05-20 12:56:00
485,123,statistics,False,False,2025-05-19 14:51:00
486,155,biology,False,False,2025-05-07 13:38:00
487,25,biology,False,False,2025-05-02 12:29:00
488,32,mathematics,False,False,2025-05-02 20:37:00
489,151,ethics,True,True,2025-05-07 12:18:00
490,190,machine learning,False,False,2025-05-17 14:27:00
491,116,electronics,False,False,2025-05-15 08:26:00
492,180,mathematics,True,False,2025-05-28 21:55:00
493,111,electronics,False,True,2025-05-20 15:58:00
494,22,statistics,True,False,2025-05-26 16:16:00
495,184,biology,False,False,2025-05-13 15:53:00
496,92,mathematics,True,False,2025-05-21 13:04:00
497,139,mathematics,False,False,2025-05-22 09:24:00
498,126,databases,False,True,2025-05-07 12:44:00
499,54,machine learning,False,True,2025-05-19 16:20:00
500,5,electronics,False,False,2025-05-11 20:58:00
501,5,machine learning,False,False,2025-05-28 19:36:00
502,59,databases,True,True,2025-05-27 19:47:00
503,68,machine learning,False,False,2025-05-03 15:53:00
504,180,biology,False,True,2025-05-26 15:07:00
505,77,biology,False,False,2025-05-02 21:43:00
506,62,ethics,False,False,2025-05-14 19:11:00
507,194,programming,True,False,2025-05-21 14:48:00
508,194,statistics,True,False,2025-05-25 19:26:00
509,144,statistics,False,False,2025-05-11 16:22:00
510,57,mathematics,True,False,2025-05-25 09:54:00
511,196,machine learning,True,True,2025-05-20 13:05:00
512,157,electronics,False,True,2025-05-21 16:55:00
513,95,ethics,True,False,2025-05-15 13:33:00
514,97,statistics,False,True,2025-05-13 13:26:00
515,38,machine learning,True,True,2025-05-07 12:19:00
516,175,electronics,True,False,2025-05-13 16:49:00
517,154,statistics,True,False,2025-05-08 09:34:00
518,19,statistics,False,True,2025-05-12 15:43:00
519,108,mathematics,True,False,2025-05-15 11:53:00
520,32,biology,False,True,2025-05-15 15:56:00
521,110,databases,True,True,2025-05-13 11:25:00
522,114,ethics,False,False,2025-05-27 15:16:00
523,127,electronics,False,False,2025-05-22 12:41:00
524,62,biology,False,False,2025-05-05 17:22:00
525,49,electronics,True,True,2025-05-27 21:01:00
526,193,ethics,False,False,2025-05-14 16:30:00
527,73,mathematics,True,False,2025-05-28 15:26:00
528,120,ethics,True,True,2025-05-12 11:19:00
529,23,statistics,True,False,2025-05-21 20:13:00
530,16,mathematics,False,True,2025-05-21 19:02:00
531,147,machine learning,False,False,2025-05-12 14:22:00
532,186,electronics,False,True,2025-05-24 12:21:00
533,63,biology,False,False,2025-05-21 18:27:00
534,94,statistics,True,False,2025-05-28 18:08:00
535,106,mathematics,True,True,2025-05-28 08:16:00
536,120,programming,True,False,2025-05-03 08:47:00
537,63,biology,False,False,2025-05-27 14:04:00
538,21,machine learning,False,False,2025-05-27 13:05:00
539,23,biology,False,False,2025-05-17 11:47:00
540,115,machine learning,False,True,2025-05-03 12:46:00
541,79,programming,True,True,2025-05-17 18:48:00
542,166,mathematics,True,True,2025-05-09 19:29:00
543,188,machine learning,False,True,2025-05-18 10:45:00
544,158,databases,True,True,2025-05-12 14:21:00
545,154,programming,False,True,2025-05-09 19:10:00
546,180,databases,True,True,2025-05-19 19:11:00
547,128,mathematics,True,True,2025-05-11 12:53:00
548,124,machine learning,False,False,2025-05-06 10:04:00
549,65,programming,True,True,2025-05-18 14:24:00
550,9,statistics,True,True,2025-05-07 16:37:00
551,24,biology,True,False,2025-05-06 12:29:00
552,77,mathematics,False,False,2025-05-07 13:38:00
553,68,databases,True,True,2025-05-24 11:50:00
554,130,biology,True,True,2025-05-03 16:58:00
555,192,machine learning,False,False,2025-05-14 12:59:00
556,128,programming,True,True,2025-05-07 13:04:00
557,130,biology,False,True,2025-05-17 13:12:00
558,69,biology,False,False,2025-05-18 21:05:00
559,90,biology,True,False,2025-05-21 10:44:00
560,31,biology,True,True,2025-05-20 20:39:00
